"SITE_ID","IGBP","LOCATION_LAT","LOCATION_LONG","LOCATION_ELEV","MAT","MAP","CLIMATE_KOEPPEN","UTC_OFFSET","data_year_length","SC_source","NEE_source","NEE_availability","NEE_availability_after_filling","LE_availability","LE_availability_after_filling","H_availability","H_availability_after_filling","USTAR_availability","USTAR_availability_after_filling","NETRAD_availability","NETRAD_availability_after_filling","TA_availability","TA_availability_after_filling","VPD_availability","VPD_availability_after_filling","SWC_availability","SWC_availability_after_filling","SW_IN_availability","SW_IN_availability_after_filling","ECO_NAME","REALM","BIOME","ECO_NUM","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NEE_clust_group","LE_clust_group","H_clust_group","USTAR_clust_group","NETRAD_clust_group","TA_clust_group","VPD_clust_group","SWC_clust_group"
"CR-Fsc","CRO",10.4189,-85.4732,18,NA,NA,"Aw",-6,5,"SC","FC+SC",0.360324071432647,1,0.473349689051178,1,0.543161978661494,1,0.672984538141154,1,0.584789182404291,1,0.800079876761568,1,0.800079876761568,1,0.530701203856906,1,0.313025617618531,1,"Central American dry forests","NT",2,9,NA,NA,NA,NA,NA,NA,11,7,3,2,1,4,6,1
"CR-Lse","EBF",10.4233,-84.0211,100,25.9,3965.57,"Am",-6,3,NA,"FC+SC",0,0,0,0,0,0,0,0,0.537880517503805,1,0.798230593607306,1,0.798211567732116,1,0.662309741248097,1,0.177644596651446,1,"Isthmian-Atlantic moist forests","NT",1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,5
"MX-Aog","DBF",26.9968,-108.7892,367.284,24.2,732,"Bsh",-6,4,"SC","FC+SC",0.430775592852967,1,0.498139090507223,1,0.591655139960358,1,0.613201762516577,1,0,0,0,0,0.739529710382592,1,0,0,0.660501661271693,1,"Sinaloan dry forests","NT",2,28,"14.3.2","Sinaloa and Sonora Hills and Canyons with Xeric Shrub and Low Tropical Deciduous Forest","14.3","WESTERN PACIFIC COASTAL PLAIN, HILLS AND CANYONS","14","TROPICAL DRY FORESTS",12,5,4,2,NA,NA,7,NA
"MX-EMg","CSH",32.0298,-116.6045,409,17,281,"Bsh",-8,3,"negligible","FC+SC",0.608842761557178,1,0.573125760340633,1,0.678394920924574,1,0.677862682481752,1,0.647620133819951,1,0.648342457420925,1,0.663701338199513,1,0.648114355231144,1,0.647867244525547,1,"California coastal sage and chaparral","NA",12,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",3,2,5,1,4,7,8,4
"MX-Lpa","OSH",24.1292,-110.438,21,23.6,182,"Bwh",-7,5,"negligible","FC+SC",0.591041780696953,1,0.909459952563401,1,0.912310709724503,1,0.9167008757526,1,0.873141306330962,1,0.943908502098157,1,0.943201514322204,1,0.945961047254151,1,0.944740923189199,1,NA,NA,NA,NA,"10.2.3","Baja Californian Desert","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",3,2,6,1,4,4,9,4
"MX-Ray","WSA",29.7446,-110.5306,632,21.4,487,"Bsh",-6,6,"failed","FC+SC",0,0,0.513391499391727,1,0.633762925790754,1,0.65625,1,0,0,0.644341164841849,1,0.643865951946472,1,0.654738822992701,1,0.0300999847931873,0.375,"Sonoran-Sinaloan transition subtropical dry forest","NA",2,1,"14.3.2","Sinaloa and Sonora Hills and Canyons with Xeric Shrub and Low Tropical Deciduous Forest","14.3","WESTERN PACIFIC COASTAL PLAIN, HILLS AND CANYONS","14","TROPICAL DRY FORESTS",NA,2,7,1,NA,4,10,4
"MX-Tes","DBF",27.8446,-109.2977,460,24.3,647,"Bsh",-6,5,"CO2","FC+SC",0.522509065201031,1,0.773951515427946,1,0.774373417865858,1,0.775251431047458,1,0,0,0.876291363543068,1,0.85688385139912,1,0.857282948299847,1,0.802971561495131,1,"Sonoran-Sinaloan transition subtropical dry forest","NA",2,1,"14.3.2","Sinaloa and Sonora Hills and Canyons with Xeric Shrub and Low Tropical Deciduous Forest","14.3","WESTERN PACIFIC COASTAL PLAIN, HILLS AND CANYONS","14","TROPICAL DRY FORESTS",3,5,7,1,NA,4,11,5
"PR-xGU","EBF",17.9696,-66.8687,143,25,1168,"Am",-4,4,NA,"NEE",0.0361095265259555,0.342013888888889,0.142298916143754,1,0.263776383342841,1,0.344224187107815,1,0.645835710211067,1,0.768496862521392,1,0.557258984597832,1,0.428108956075299,1,0.809897318881917,1,"Puerto Rican dry forests","NT",2,26,NA,NA,NA,NA,NA,NA,NA,8,6,4,5,4,4,4
"PR-xLA","GRA",18.0212,-67.0769,24,25,1168,"Am",-4,4,NA,"NEE",0.0760553337136338,0.585069444444444,0.151497432972048,0.791666666666667,0.228280091272105,1,0.789917284654877,1,0.881460353679407,1,0.881759840273816,1,0.80811466058186,1,0.240017113519681,1,0.881774101540217,1,"Puerto Rican dry forests","NT",2,26,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,4,12,1
"US-A03","BSV",70.4953,-149.8823,5,-11.2,115.1,"ET",-9,7,NA,"NEE",0.251262394417921,1,0.300250948708532,1,0.481339515240544,1,0.60497000856898,1,0.398457583547558,0.741319444444444,0,0,0.367563349247154,1,0,0,0.437270473742196,0.741319444444444,"Arctic coastal tundra","NA",11,3,"2.2.1","Arctic Coastal Plain","2.2","ALASKA TUNDRA","2","TUNDRA",3,2,1,1,NA,NA,13,NA
"US-A10","BSV",71.3242,-156.6149,4,-11.2,115.1,"ET",-9,10,NA,"NEE",0.272777568643555,1,0.307330344615174,1,0.526772982900426,1,0.577489933039024,1,0.443978645494678,0.821180555555556,0,0,0.438001209176049,1,0,0,0.455979147416812,0.869791666666667,"Arctic coastal tundra","NA",11,3,"2.2.1","Arctic Coastal Plain","2.2","ALASKA TUNDRA","2","TUNDRA",3,2,1,1,NA,NA,1,NA
"US-A32","GRA",36.8193,-97.8198,335,33.9,889,"Cfa",-6,3,NA,"NEE",0.391081204379562,1,0.402372262773723,1,0.413397201946472,1,0.469415298053528,1,0.581603558394161,1,0.581622566909976,1,0.581622566909976,1,0,0,0.309648722627737,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",8,9,2,1,2,7,5,NA
"US-A74","CRO",36.8085,-97.5489,337,33.9,889,"Cfa",-6,3,NA,"NEE",0.312328923357664,1,0.320293491484185,1,0.336697840632603,1,0.494810675182482,1,0.413264142335766,1,0.524692062043796,1,0.524692062043796,1,0,0,0.221088047445255,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",9,6,2,1,2,7,5,NA
"US-ADR","BSV",36.7653,-116.6933,842,17.5,110,"Bwh",-8,6,"negligible","FC+SC",0.435492218732153,1,0.77627070245574,1,0.777127355796688,1,0.777136279268989,1,0.820040334094803,1,0.777136279268989,1,0.754390348372359,1,0.820040334094803,1,0.820040334094803,1,"Mojave desert","NA",13,8,"10.2.1","Mojave Basin and Range","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",3,2,7,1,6,7,14,4
"US-Akn","MF",33.3825,-81.5653,93,NA,NA,NA,-5,3,NA,"FC+SC",0,0,0.611161800486618,1,0.612473388077859,1,0.612511405109489,1,0,0,0,0,0,0,0,0,0,0,"Middle Atlantic coastal forests","NA",5,17,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",NA,9,2,2,NA,NA,NA,NA
"US-ALQ","WET",46.0308,-89.6067,NA,NA,NA,"Dfb",-6,7,NA,"NEE",0.441921322334708,1,0.429118235220597,1,0.512475003124609,1,0.588035870516185,1,0.424884389451319,1,0.447998687664042,1,0.504655668041495,1,0,0,0.752523122109736,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",3,5,1,1,2,6,1,NA
"US-An1","OSH",68.99,-150.28,600,NA,NA,NA,-9,12,"negligible","FC+SC",0.0819545869465997,0.336805555555556,0.154876007911152,0.375,0.154876007911152,0.375,0.154876007911152,0.375,0.293373459607485,0.887152777777778,0.380990415335463,1,0.287131066484102,1,0,0,0.296720485318728,1,"Arctic foothills tundra","NA",11,4,"2.2.2","Arctic Foothills","2.2","ALASKA TUNDRA","2","TUNDRA",NA,NA,NA,NA,NA,8,1,NA
"US-An2","OSH",68.95,-150.21,600,NA,NA,NA,-9,12,"negligible","FC+SC",0.0798056443024494,0.340277777777778,0.149351513768447,0.375,0.149351513768447,0.375,0.149351513768447,0.375,0.27300604746691,0.482638888888889,0.389705043359197,1,0.389353225315685,1,0,0,0.274779400578123,0.482638888888889,"Arctic foothills tundra","NA",11,4,"2.2.2","Arctic Foothills","2.2","ALASKA TUNDRA","2","TUNDRA",NA,NA,NA,NA,NA,8,1,NA
"US-An3","OSH",68.93,-150.27,600,NA,NA,NA,-9,12,"negligible","FC+SC",0.0860004944469801,0.335069444444444,0.165625475429789,0.375,0.165625475429789,0.375,0.165625475429789,0.375,0.275440247984178,1,0.38018693899285,1,0.367778221512247,1,0,0,0.299054845580405,1,"Arctic foothills tundra","NA",11,4,"2.2.2","Arctic Foothills","2.2","ALASKA TUNDRA","2","TUNDRA",NA,NA,NA,NA,3,8,1,NA
"US-AR1","GRA",36.4267,-99.42,611,NA,NA,"Dsa",-6,4,"negligible","FC+SC",0.650539014373717,1,0.812400182523386,1,0.814767282683094,1,0.795744923568332,1,0.884254506046087,1,0.908766826374629,1,0.857303787360256,1,0.908766826374629,1,0.907226785306867,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",3,5,2,1,2,7,15,1
"US-AR2","GRA",36.6358,-99.5975,646,NA,NA,"Dsa",-6,4,"negligible","FC+SC",0.557837097878166,1,0.714564795801962,1,0.72605806525211,1,0.708333333333333,1,0.776451631302761,1,0.776579968058407,1,0.77633755418663,1,0.728667579283596,1,0.776366073465663,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",3,2,2,1,2,7,15,4
"US-ARM","CRO",36.6058,-97.4888,314,14.76,843,"Cfa",-6,18,"negligible","FC+SC",0.608181829402254,1,0.85334974883055,1,0.928388936201725,1,0.93213179299194,1,0.881305464015502,1,0.932677947692574,1,0.932498981745473,1,0.800323372952691,1,0.871514792461214,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",3,5,2,1,2,7,5,1
"US-Atq","WET",70.4696,-157.4089,15,-9.7,93,"ET",-9,8,"SC","FC+SC",0.210871549167237,1,0.347535934291581,1,0.380889231120237,1,0.414492071640429,1,0.756317020305727,1,0.754727070499658,1,0.751989219712526,1,0,0,0.760345368469085,1,"Arctic coastal tundra","NA",11,3,"2.2.1","Arctic Coastal Plain","2.2","ALASKA TUNDRA","2","TUNDRA",3,2,1,1,3,8,1,NA
"US-Aud","GRA",31.5907,-110.5104,1469,14.85,438.35,"Bsk",-7,10,NA,"NEE",0.687283223804308,1,0.722469423147134,1,0.756651606425703,1,0.636882758305951,1,0.912513691128149,1,0.912673420956553,1,0.912667716319825,1,0.589636956918583,1,0.903893985031033,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",3,2,7,1,6,9,16,4
"US-Bar","DBF",44.0646,-71.2881,272,5.61,1245.77,"Dfb",-5,14,"CO2","FC+SC",0.248195313518446,1,0.455424651284057,1,0.55753405683744,1,0.822240418459132,1,0.98642615043671,1,0.975589883978621,1,0.983937068178855,1,0.948047027766914,1,0.973756681006388,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",8,5,2,2,2,6,1,1
"US-Bi1","CRO",38.0992,-121.4993,-2.7,16,338,"Csa",-8,6,"negligible","FC+SC",0.235724604622871,1,0.723920316301703,1,0.88849604622871,1,0.896926322992701,1,0.894312652068126,1,0.872338807785888,1,0.872186739659367,1,0.885863366788321,1,0.894920924574209,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",13,9,1,1,4,7,5,1
"US-Bi2","CRO",38.1091,-121.5351,-5,16,338,"Csa",-8,5,"negligible","FC+SC",0.31155303030303,1,0.76265288426433,1,0.889033406352683,1,0.910209017889741,1,0.936336254107338,1,0.881035505659,1,0.873881891201168,1,0.861753833515882,1,0.891395125958379,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",14,5,2,1,4,7,5,6
"US-Bkg","GRA",44.3453,-96.8362,510,6.03,585.76,"Dfa",-6,7,"SC","FC+SC",0.548869117455351,1,0.693129970016947,1,0.738031221483509,1,0.660930778255769,1,0.846190196845261,1,0.846393886064398,1,0.826603441533047,1,0.845668752444271,1,0.846206491982792,1,"Central tall grasslands","NA",8,5,"9.2.1","Aspen Parkland/Northern Glaciated Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",3,5,1,1,2,6,1,1
"US-Blk","ENF",44.158,-103.65,1718,6.23,573.79,"Dfb",-7,5,NA,"FC+SC",0,0,0.695755792738551,1,0.747035212552454,1,0.716931216931217,1,0.886482849844919,1,0.886494252873563,1,0.886482849844919,1,0.770217569786535,1,0.886494252873563,1,"South Central Rockies forests","NA",5,28,"6.2.10","Middle Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,5,7,3,4,6,13,4
"US-Blo","ENF",38.8953,-120.6328,1315,11.09,1226,"Csa",-8,11,NA,"FC+SC",0,0,0.656247406854203,1,0.697882955771305,1,0.69953738278981,1,0.765870052277819,1,0.783124844411252,1,0.646123765662601,1,0,0,0.798242884407933,1,"Sierra Nevada forests","NA",5,27,"6.2.12","Sierra Nevada","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,5,5,1,4,7,17,NA
"US-BMM","GRA",45.783,-110.7776,2324,NA,NA,"Dfc",-7,3,"negligible","FC+SC",0.140802670368579,0.458333333333333,0.156509803309884,0.458333333333333,0.363666141535774,1,0.363666141535774,1,0.626008017344917,1,0.652165774984012,1,0.652165774984012,1,0.652165774984012,1,0.652165774984012,1,"South Central Rockies forests","NA",5,28,"6.2.10","Middle Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,NA,8,1,7,6,13,1
"US-Bn1","ENF",63.9198,-145.3782,518,NA,NA,"Dsc",-9,3,"CO2","FC+SC",0.464206964720195,1,0.682899939172749,1,0.683603254257908,1,0.642963047445255,1,0.741883363746959,1,0.829056417274939,1,0.828885340632603,1,0.829132451338199,1,0.811682633819951,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.2","Interior Bottomlands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",3,2,2,1,3,5,1,4
"US-Bn2","DBF",63.9198,-145.3782,410,NA,NA,"Dsc",-9,3,"CO2","FC+SC",0.469339263990268,1,0.727037712895377,1,0.726429440389294,1,0.690161192214112,1,0.874372718978102,1,0.889598540145985,1,0.889199361313869,1,0.846050030413625,1,0.879048813868613,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.2","Interior Bottomlands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",3,2,1,1,3,5,1,4
"US-Bn3","OSH",63.9227,-145.7442,469,NA,NA,"Dsc",-9,3,"negligible","FC+SC",0.487112226277372,1,0.654330139902676,1,0.653873935523114,1,0.622890054744526,1,0.78801703163017,1,0.799022962287105,1,0.798965936739659,1,0.748669403892944,1,0.798110553527981,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.2","Interior Bottomlands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",3,2,1,1,3,5,1,4
"US-Bo1","CRO",40.0062,-88.2904,219,11.02,991.29,"Dfa",-6,13,NA,"NEE",0.655673124166491,1,0.674260370604338,1,0.751838106267986,1,0.718853091878992,1,0.865620832455956,1,0.865673475117569,1,0.865647153786762,1,0.49631940057556,1,0.864809258089422,1,"Central forest-grasslands transition","NA",8,4,"8.2.3","Central Corn Belt Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",9,5,1,1,2,6,1,1
"US-Bo2","CRO",40.009,-88.29,219,11.02,991.29,"Dfa",-6,5,"SC","FC+SC",0.310641306330961,1,0.476851851851852,1,0.502189381499726,1,0.48584884145229,1,0.354246487867177,1,0.55026455026455,1,0.550253147235906,1,0.541005291005291,1,0.68913063309615,1,"Central forest-grasslands transition","NA",8,4,"8.2.3","Central Corn Belt Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",9,5,1,1,8,6,5,4
"US-Br1","CRO",41.9749,-93.6906,313,8.95,842.33,"Dfa",-6,7,"negligible","FC+SC",0.709376630151278,1,0.913284102764737,1,0.91471048513302,1,0.953467331768388,1,0.953728155972874,1,0.945683359415754,1,0.904587245696401,1,0.921402256129369,1,0.91637323943662,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",9,5,1,1,2,6,1,1
"US-Br3","CRO",41.9747,-93.6936,313,8.9,846.6,"Dfa",-6,7,"negligible","FC+SC",0.706124478351591,1,0.94172209181012,1,0.943189227960355,1,0.94679186228482,1,0.961878912363067,1,0.959091353677621,1,0.948161189358372,1,0.921646778821075,1,0.916609611371935,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",9,5,1,1,2,6,1,1
"US-BRG","GRA",39.2167,-86.5406,180,11.8,1200,"Cfa",-5,4,"negligible","FC+SC",0.324868692552992,1,0.506237103732883,1,0.806966329018946,1,0.808291127368224,1,0,0,0.700677640217595,1,0.700677640217595,1,0.775065653723504,1,0.859700337647721,1,"Central U.S. hardwood forests","NA",4,4,"8.3.3","Interior Plateau","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",15,5,1,1,NA,6,5,1
"US-Brw","WET",71.3225,-156.6092,1,-12.6,85,"ET",-9,10,NA,"NEE",0.340863453815261,1,0.418321011317999,1,0.406210067542899,1,0.428874589266156,1,0.705549470609712,1,0.706011546184739,1,0.702873995983936,1,0,0,0.578159227820372,1,"Arctic coastal tundra","NA",11,3,"2.2.1","Arctic Coastal Plain","2.2","ALASKA TUNDRA","2","TUNDRA",3,2,1,1,3,8,1,NA
"US-BZB","WET",64.6955,-148.3208,100,-2.4,274,"Dfd",-9,11,"negligible","FC+SC",0.444828712609469,1,0.584300773087632,1,0.617319029570213,1,0.639842789959712,1,0.815775965322535,1,0.88621456681686,1,0.262481657964462,1,0.597455188397982,1,0.821199504311351,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.2","Interior Bottomlands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",3,2,1,1,3,5,1,4
"US-BZF","WET",64.7013,-148.3121,95,-2.4,274,"Dfd",-9,11,"negligible","FC+SC",0.422144216360836,1,0.54457309074317,1,0.580214971249021,1,0.609671113692103,1,0.79812613098417,1,0.854414791847062,1,0.250960526384014,1,0.490384366104437,0.817708333333333,0.790509325272344,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.2","Interior Bottomlands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",3,2,1,1,3,5,1,NA
"US-BZo","WET",64.6936,-148.33,100,-2.4,274,"Dfd",-9,4,"negligible","FC+SC",0.488998531236186,1,0.688108717041938,1,0.740199922996849,1,0.747372623953684,1,0.880673634976543,1,0.880687894819399,1,0.880687894819399,1,0.611347982945228,1,0.878762816033767,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.2","Interior Bottomlands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",3,2,1,1,3,5,1,7
"US-BZS","ENF",64.6963,-148.3235,100,-2.4,274,"Dfd",-9,12,"negligible","FC+SC",0.318642665994876,1,0.516643455032013,1,0.545847335573692,1,0.56120028709544,1,0.660286239857783,1,0.773522575493267,1,0.166562887685792,1,0.334675330231055,0.689236111111111,0.654824771963514,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.2","Interior Bottomlands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",3,2,1,1,3,5,1,NA
"US-CaV","GRA",39.0633,-79.4208,994,7.97,1317,"Cfb",-5,7,NA,"NEE",0.256126971711641,1,0,0,0.349856602789728,1,0.299822383000913,1,0.507357254595229,1,0.507577238951897,1,0.474400338938861,1,0.413309868335289,1,0.528060226828314,1,"Appalachian mixed mesophytic forests","NA",4,2,"8.4.2","Central Appalachians","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",3,NA,1,1,2,6,1,1
"US-CdM","WSA",37.5241,-109.7471,1860,11.3,348,"Bsk",-6,2,NA,"NEE",0.697375801282051,1,0.703365384615385,1,0.703385416666667,1,0.703385416666667,1,0,0,0.707291666666667,1,0.684254807692308,1,0.819270833333333,1,0.694931891025641,1,"Colorado Plateau shrublands","NA",13,4,"10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,2,5,1,NA,6,18,4
"US-Ced","CSH",39.8379,-74.3791,58,11.04,1138,"Cfa",-5,10,NA,"NEE",0.499828860898138,1,0.662821741511501,1,0.687334565534867,1,0.691242241694049,1,0.947717004381161,1,0.94772270901789,1,0.94772270901789,1,0,0,0.942668400876232,1,"Atlantic coastal pine barrens","NA",5,4,"8.5.4","Atlantic Coastal Pine Barrens","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,2,6,5,NA
"US-CF1","CRO",46.7815,-117.0821,794,9,550,"Dsb",-8,5,"negligible","FC+SC",0.385706299131744,1,0.504101680605155,1,0.518682898444898,1,0.752324665989709,1,0.770191792075028,1,0.762798498522482,1,0.701541410430477,1,0.34670895752279,1,0.793010599335973,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,5,2,1,2,6,5,1
"US-CF2","CRO",46.784,-117.0908,807,9,550,"Dsb",-8,4,"negligible","FC+SC",0.397531702898551,1,0.436367753623188,1,0.446487205615942,1,0.772786458333333,1,0.81834522192029,1,0.781009397644927,1,0.65817481884058,1,0.566335484601449,1,0.820963541666667,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,5,2,1,2,6,5,1
"US-CF3","CRO",46.7551,-117.1261,795,9,550,"Dsb",-8,5,"negligible","FC+SC",0.339041838283113,1,0.368649240704188,1,0.381131128275925,1,0.582484283546499,1,0.660969571120518,1,0.592376236494118,1,0.541364792862277,1,0.335550560772188,1,0.6702111880612,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,5,2,1,2,6,5,1
"US-CF4","CRO",46.7518,-117.1285,795,9,550,"Dsb",-8,5,"negligible","FC+SC",0.342761303866647,1,0.404976781863612,1,0.415576117836321,1,0.585838648213858,1,0.702956176480655,1,0.63710109872557,1,0.551233927002636,1,0.313633096398051,1,0.707805173023606,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,5,2,1,2,6,5,1
"US-ChR","DBF",35.9311,-84.3324,286,13.91,1358.85,"Cfa",-5,6,NA,"FC+SC",0,0,0.726361630914347,1,0.787673056443025,1,0.635259774836452,1,0.899788909173893,1,0.899817434961205,1,0.899807926365434,1,0.395072645671687,1,0.899817434961205,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.1","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",NA,5,2,2,4,7,5,1
"US-CMW","DBF",31.6637,-110.1777,1199,17,288,"Bsh",-7,22,NA,"NEE",0.929831201860383,1,0.863063773083035,1,0.898321870130948,1,0.91866268111903,1,0.903133563375133,1,0.921555919082667,1,0.918820824054318,1,0,0,0.921014085091269,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",8,5,7,1,9,9,16,NA
"US-Cop","GRA",38.09,-109.39,1520,NA,NA,NA,-7,7,NA,"NEE",0.429202529994784,1,0.454714397496088,1,0.485980699008868,1,0.517410015649452,1,0.583365936358894,1,0.640290818988002,1,0.640290818988002,1,0.489110589462702,1,0.640258215962441,1,"Colorado Plateau shrublands","NA",13,4,"10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,2,2,1,2,7,18,4
"US-CPk","ENF",41.068,-106.1187,2750,6.1,545,"Dfc",-7,5,"CO2","FC+SC",0.508967688937568,1,0.616945052939029,1,0.618645034684191,1,0.677379974443228,1,0.768243428258488,1,0.727478094194962,1,0.727295545819642,1,0.708687020810515,1,0.741910825118656,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",16,5,9,6,6,6,1,4
"US-CRT","CRO",41.6285,-83.3471,180,10.1,849,"Dfa",-5,3,NA,"NEE",0.57595802919708,1,0.579379562043796,1,0.697270377128954,1,0.703353102189781,1,0.992852798053528,1,0.999904957420925,1,0.982360097323601,1,0.992852798053528,1,0.999676855231144,1,"Southern Great Lakes forests","NA",4,14,"8.2.2","Huron/Erie Lake Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",3,5,1,1,2,6,1,5
"US-CS2","ENF",44.1467,-89.5002,328,7,830,"Dfa",-6,3,NA,"NEE",0.36368916605527,1,0.361106016140866,1,0.391278429933969,1,0.416238689166055,1,0.478081438004402,1,0.473786378087552,1,0.415887136219124,1,0.0235999021765713,0.166666666666667,0.660201149425287,1,"Upper Midwest forest-savanna transition","NA",4,15,"8.1.4","North Central Hardwood Forests","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",10,5,9,3,2,6,1,NA
"US-Ctn","GRA",43.95,-101.8466,744,NA,NA,NA,-7,4,"SC","FC+SC",0.427589550536162,1,0.517667693360712,1,0.532369381702031,1,0.492043121149897,1,0.550037075062742,1,0.550108373260324,1,0.550022815423226,1,0.562186287930641,1,0.544162103582021,1,"Northern short grasslands","NA",8,11,"9.3.3","Northwestern Great Plains","9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",3,5,2,1,2,6,5,4
