"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xAB","US-xBL","US-xBL","US-xBR","US-xBR","US-xCL","US-xCL","US-xDC","US-xDC","US-xGR","US-xGR","US-xJE","US-xJE","US-xJR","US-xJR","US-xKA","US-xKA","US-xKZ","US-xKZ","US-xMB","US-xMB","US-xML","US-xML","US-xNG","US-xNG","US-xRN","US-xSE","US-xSE","US-xSJ","US-xSJ","US-xSR","US-xSR","US-xST","US-xST","US-xTA","US-xTA","US-xTR","US-xTR","US-xUK","US-xUK","US-xUN","US-xUN"
30,21.3,30.599999,15.89,26.12,14.95685,27.5416666666667,10.2,46.879,13.15,32.853,16.43,7.113,32.26825,25.793,8.98016666666667,45.766,19,25.129,33,13,17,13.55,13.6625,10.4,11.7,14.625,2.77208315,6.395,2.680014884,19.7775,9.76,26.149175,6,33.2545,8.2,12.8833335,40.05,11,4.7,9.95,9.701,32,15,33.2065,27.789,28.0971666666667,79.143,33.15,12.255,17.70667,21.62,19.551665,27.201,11.504,11.546,53.484005,11.95,5.9,30.8,29.7,89.124,81.087,30.532475,18.7855,12,7.6215,12.25,20.523,14.536,21.4,19.1,8.96390286666667,36.1,45.4,29.2,45.5,31.7563025,0.239166666666667,4.7,34.2520652,32.77942,31.433103705,20.5745,15.7425,7.5,9.51,10,8.845,30.6178475,28.898,4.43333333333333,21.4,25.1,25.5546,81.4,18.90864,12.845655,14.591,17.95,26.21536,36.65228,29.815,26.015,19.698,20.91271689,3.835,7.635,11.63,5.95,16.901,22.3,7.4,42.5585,21.519909,0.11,0.09,0.052,4.79,5.012175,3.2243306645,9.4,11.5285,28.31999,9.6,14.2965,37.89625,10.1375,11.5475,9.2663,14.001,34.01433,12.9025,31.2,27.067,31.07,28.41,20.42375,23.6216666666667,18.125,20.1204166666667,28.7533333333333,30.1383333333333,27.17,24.9670833333333,21.479,22.2275,28.09,27.715,7.605,8.3525,20.77875,19.75,24.71,23.5,4.845,5.695,35.3083333333333,36.95,20.95,14.1,17.4066666666667,27.425,27.44,3.69,3.685,2.62333333333333,2.51,29.325,29.52,18.0975,17.6275,19.935,20.8633333333333,28.41,25.99375,14.1,18.06
30,21.2,30.599999,15.9,26.105,14.9425,27.5083333333333,10.2,46.885,13.025,32.843,16.345,7.108,32.0955,25.756,8.97066666666667,45.7705,19.05,25.11475,33,13,17,13.55,13.7,10.4,11.725,14.625,2.7833332,6.4375,2.620204539,19.755,9.75,26.143325,6,33.208875,8.333333,12.966667,40.1,11,4.7,9.95,9.7505,32,15,33.182,27.756,28.11475,81.414,33.1005,11.823335,17.54,21.456665,19.55833,28.3005,11.504,11.542,53.48753,12,6,30.7635,29.65,89.161,81.124,30.515185,18.686,12,7.839,12.2,20.518,14.5405,21.4723560357143,19.05,8.96098048333333,36,45.4,29.1005,42.35,31.62438,0.354583333333333,4.8,34.35316335,32.207795,31.431619535,20.5895,15.72125,7.435,9.51,9.938,8.86225,30.72791,28.85,4.43333333333333,21.4,25.1,25.6739,81.4,18.90864,12.844955,14.591,17.8,26.0656,36.7204,29.82,26,19.694,20.910661815,3.865,7.635,11.63,6,16.3,22.3505,7.45,42.5515,21.539641,0.11,0.09,0.052,4.83,4.996375,3.22455,9.4,11.6445,28.324995,9.6,14.313,37.83,10.2,11.543,9.2665,14.001,34.01867,12.9185,31.25,26.857,31.23,28.196,20.33875,23.597,18.025,19.2575,28.4758333333333,30.4,27.16,25.3,21.2775,22.14,27.1483333333333,27.2633333333333,7.645,8.45,20.96125,19.886,24.7,23.58,4.74666666666667,5.22,35.5708333333333,36.8,21,15.0625,18.6375,27.9125,28.375,3.54575,3.63,2.58625,2.5475,29.14,29.3125,17.268,17.268,19.86,20.085,28.51,25.1625,14.11,17.86
30,21.5,30.500001,15.86,26.125,14.9371,27.4166666666667,10.15,46.934,13.025,32.853,16.276,7.105,32.041,25.6975,8.9755,45.761,19,25.102,33,13,17,13.55,13.725,10.4,11.725,14.525,2.75958365,6.6935,2.5357742405,19.7575,9.75,26.15125,6,33.235125,8.5,13.05,40.3,11,4.65,9.9,9.8,32.451,14.5005,33.2035,27.748,28.1191666666667,82.992,33.1005,11.39667,17.58,21.445,19.58667,27.75,11.504,11.496,53.638755,12.1,6,30.7625,29.55,89.161,81.124,30.499525,18.509,12,7.5975,12.1,20.529,14.639,21.4562135714286,19,9.00101806666667,36.2,45.4,29.0005,45.4,31.5958475,0.527916666666667,5,34.4299771,32.35492,31.431619535,20.5645,15.685,7.367,9.499,9.783,8.78375,30.875975,28.81,4.43333333333333,21.4,25.1,25.7911,81.4,18.90864,12.8441,14.591,17.8,26.27048,37.03448,29.8,26.04,19.69125,20.91633338,3.88,7.635,11.64,6,16.3,22.3,7.5,42.5395,21.624908,0.11,0.09,0.053,4.935,4.922975,3.1742,9.4,11.731,28.31637,9.6,14.3185,37.76375,10.165,11.635,9.2948,14.001,33.975,13.351,31.2,27,31.5091666666667,27.2675,20.527,22.86875,18.325,19.245,28.4866666666667,29.41,27.61,25.8633333333333,21.885,22.358,27.31,27.4166666666667,7.80166666666667,8.51583333333333,20.02,19.58,28.4525,23.655,4.71333333333333,5.3,35.84,36.89375,19.335,14.21875,17.4693333333333,28.5158333333333,28.7733333333333,3.6,3.61,2.6,2.56625,29.138,29.356,18.67,17.2225,19.52,19.9666666666667,28.7566666666667,25.6175,14.105,18.04
30,53.69999975,30.55,15.94,26.07,14.959,27.35,10.2,46.979,13.025,32.863,16.207,7.102,31.9865,25.639,8.98033333333333,45.777,19,25.09225,33,13,16,13.5,13.675,10.4,11.7,14.5,2.7365283,6.9065,2.436219819,19.8125,9.75,26.292925,6,33.32175,8.7,13.1166665,40.3,11,4.6,9.9,9.8,32.4005,14.001,33.236,27.936,28.13275,83.3735,33.0505,11.83,17.633335,21.435,19.585,29.15,11.482,11.087,53.69344,12.3,6.1,30.7135,29.5,89.161,81.087,30.484595,18.444,12,7.586,12.1,20.531,14.819,21.4532729285714,19.1,9.04497701666667,35.9,45.4,28.9505,37.7,31.4454275,0.689583333333334,5.2,34.40845035,33.656325,31.52792965,20.64,15.6325,7.341,9.466,9.628,8.81,30.9918175,28.786,4.45833333333333,21.4,25.1,25.789,81.5,18.90864,12.808465,14.591,17.8,26.2606,37.04124,29.795,26.29,19.6885,20.925073835,3.9,7.65,11.68,6,16.25,22.3,7.5,42.5245,21.7014615,0.11,0.09,0.054,5.08,4.789675,3.06105,9.4,12.026,28.35,9.6,14.379,37.69525,10.15,11.635,9.3061,14.001,34.012,14.112,31.2,27.2865,31.9916666666667,27.31,20.593,22.9895833333333,17.615,19.31,28.2666666666667,29.07,26.4,24.4425,21.61225,22.4116666666667,27.5283333333333,27.6220833333333,7.96,8.835,19.652,19.652,27.74,23.59,4.785,5.43,35.6808333333333,36.8391666666667,19.9483333333333,14.7658333333333,18.181,28.255,28.72,3.58675,3.623,2.62,2.6,28.85625,29.19,18.4296666666667,17.73,19.5733333333333,20.305,28.515,26.0625,14.175,18.38
30,53.650001,30.4000005,15.9225,26.0475,14.883,27.3166666666667,10.2,47.028,13.025,32.8565,16.1275,7.0885,31.958,25.5915,8.97316666666667,45.748,19,25.087,32.5,13,16,13.5,13.675,10.35,11.7,14.35,2.718195,7.2055,2.3609080655,19.82,9.74,26.29125,6,33.3805,8.866667,13.166667,37.3,11,4.6,9.9,9.8,32.8505,14.001,33.2605,28.151,28.139,77.681,33.001,11.825,17.195,21.561665,19.58,29.15,11.466,10.987,53.7385,12.55,6.175,30.6145,29.4,89.161,81.05,30.752,18.2295,12,8.025,12.3,20.591,14.7895,21.4558557142857,19.2,9.06361298333334,36,45.35,28.8005,35.45,31.38836,0.7825,5.35,34.340883,34.327235,31.526445485,20.7945,15.5629166666667,7.31,9.422,9.474,8.9725,31,28.929,4.48333333333333,21.35,25,26.1917,81.5,18.90272285256,12.747825,14.591,17.85,26.17376,37.12392,29.78,26.26,19.687,20.92944407,3.9,7.65,11.68,6.03,16.3505,22.3505,7.45,42.5095,21.803719,0.11,0.09,0.0535,5.23,4.686925,2.95075,9.45,12.1725,28.38001,9.7,14.44775,37.6265,10.15,11.7,9.3054,15,34.06438,15.677,31.2,27.288,31.215,28.5475,20.20275,24.6066666666667,17.61,19.24,28.465,29.28,27.535,25.7,21.7075,22.4283333333333,27.1033333333333,28.6986666666667,8.11833333333333,9.0425,20.98,19.792,26.2325,23.41,4.82333333333333,5.53,35.6391666666667,37.2466666666667,19.7266666666667,15.1316666666667,17.86525,27.8,28.14,3.626,3.63833333333333,2.6675,2.6425,29.155,29.4275,17.75625,17.0845,19.55,20.06,28.0545833333333,25.9725,13.95,17.98
30,21.5,30.3,15.895,26.0475,14.8841,27.2833333333333,10.2,47.019,13,32.85,16.048,7.075,31.9295,25.544,8.966,45.695,19,25.086,32.5,13,16,13.5,13.65,10.3,11.7,14.35,2.7204178,7.418,2.292079031,19.8525,9.745,26.20165,6,33.3708333333333,9.033333,13.183333,40,11,4.6,9.9,9.8,32.8505,14.001,33.357,28.414,28.1339166666667,83.9435,33.001,11.83167,17.045,21.63,19.6,28.55,11.466,10.959,53.782005,12.5,6.275,30.5265,29.3,89.161,81.05,30.741,18.283,12.25,7.594,12.25,20.6085,14.637,21.3310185714286,19.1,9.05782203333333,35.9,45.4,28.7005,35.35,31.263025,0.87625,5.5,34.2000544,34.315535,31.52496132,20.9645,15.535,7.313,9.422,9.382,9.04,31,28.917,4.46666666666667,21.35,25,26.12765,81.5,18.89528296032,12.66545,14.591,17.8,26.25072,37.1104,29.775,26.25,19.69125,20.938184525,3.915,7.65,11.7,6.05,16.3,22.401,7.4,42.4965,21.935261,0.11,0.09,0.0545,5.35,4.576575,2.83065,9.5,12.259,28.352015,9.8,14.5055,37.73625,10.15,11.655,9.3243,15,34.013005,15.9005,31.15,27.165,32.3183333333333,28.6225,20.4755,24.1416666666667,18.27,19.27,28.3966666666667,30.1933333333333,26.9875,25.8525,21.0293333333333,21.8203333333333,26.94875,26.94875,8.29,9.49083333333333,20.87625,20.2195833333333,24.75,23.475,4.855,5.59,35.5333333333333,36.9625,20.385,15.495,17.4675,27.8325,28.2308333333333,3.59625,3.65166666666667,2.7175,2.69375,29.533,29.575,18.13525,15.7120833333333,19.29,20.225,28.2895833333333,25.7383333333333,14.11,18.03
30,21.4,30.55,15.815,26.02,14.8365,27.3,10.2,47.039,13,32.8395,16.37775,7.071,31.95525,25.489,8.9635,45.537,18.95,25.12,32.5,13,16,13.45,13.625,10.25,11.65,14.4,2.73250015,7.3755,2.263475822,19.9,9.77,26.2345875,6,33.356,9.1,13.166667,39.85,11,4.6,9.9,9.8,32.8505,14.001,33.505,28.67,28.12725,84.045,32.9,11.83,14.856665,21.459995,19.60667,28.0505,11.488,10.975,53.77116,12.55,6.325,30.402,29.25,89.161,81.012,30.449585,18.389,12.7,6.999,12.1,20.5885,14.6,21.3411190714286,19.1,9.03113818333333,35.8,45.4,28.6,35.25,31.17192,0.938541666666666,5.6,34.0993989,31.48356,31.52347715,21.1255,15.49125,7.3215,9.422,9.382,9.034,31,28.8865,4.48333333333333,21.3,25,26.041,81.4,18.89248824288,12.702015,14.591,17.95,26.13944,37.12028,29.785,26.225,19.6915,20.946924985,3.92,7.665,11.7,6.05,16.3505,22.401,7.4,42.4785,21.911354,0.11,0.09,0.0565,5.445,4.480675,2.7136,9.6,12.3905,28.37675,9.9,14.643,37.66325,10.15,11.78,9.3513,14.5005,34.07333,15.7695,31.1,27.116,31.51,28.2283333333333,20.8825,23.2376666666667,17.955,19.26,28.7708333333333,29.2233333333333,28.13,24.17,21.3616666666667,23.42,29.6454166666667,28.0285,8.435,9.66,18.92,19.7825,24.455,23.33,4.86666666666667,5.78,35.51,36.82,20.465,14.8866666666667,18.1966666666667,28.6683333333333,28.7716666666667,3.76133333333333,3.85,2.7575,2.7225,30.2705,30.265,18.5133333333333,17.802,19.34,20.3866666666667,28.3,25.6233333333333,14.02,14.48
30,21.45,30.599999,15.765,26.03,14.8,27.3583333333333,10.2,47.041,13,32.829,16.7075,7.067,31.981,25.434,8.961,45.764,19,25.142,32.5,13,16,13.45,13.575,10.25,11.65,14.4,2.74819485,7.2055,2.249331274,19.9375,9.7955,26.1841625,6,33.3358333333333,9.133333,13.166667,39.8,11,4.6,9.9,9.8,32.9005,14.001,33.62,28.729,28.1194166666667,75.553,32.85,11.833335,16.98,21.39167,19.6,27.951,11.488,10.9745,53.752505,12.65,6.4,30.3,29.15,89.1425,81.012,30.43087,18.399,12.7,6.917,12.6,20.542,14.601,21.4752639642857,19.1,8.99268551666666,35.8,45.4,28.55,37.3,31.0341225,0.956666666666665,5.6,34.0294355,34.514095,31.521992985,21.4415,15.4866666666667,7.317,9.422,9.443,9.03,31,28.816,4.5,21.25,24.95,25.93495,81.4,18.8909662896,12.71563,14.591,18,26.17012,37.1,29.795,26.21,19.69225,20.95566544,3.92,7.665,11.73,6.05,16.3005,22.5,7.4,42.4525,21.893322,0.11,0.09,0.057,5.453,4.382225,2.6288,9.7,12.49,28.47495,9.9,14.71725,37.76125,10.14,11.76,9.3866,14.5005,34.063665,15.5925,31.1,27.056,31.335,28.355,20.63,23.1533333333333,18.27,19.42,29.2425,29.6,27.315,24.1925,21.8696666666667,22.995,26.4883333333333,27.5183333333333,8.39666666666667,9.395,19.7975,19.52,24.3,22.8241666666667,4.88,6.73,35.4475,36.8691666666667,20.335,15.02,17.54,28.7825,28.805,3.78533333333333,3.9275,2.7325,2.67625,29.9525,30.265,19.131,17.77125,19.885,20.37,28.0616666666667,25.765,14.06,16.18
30,37.675,30.599999,15.79,26.005,14.8,27.4166666666667,10.2,47.055,13,32.829,16.66325,7.067,31.9175,25.3955,8.966,45.8305,19,25.17625,32.5,13,16,13.4,13.575,10.2,11.625,14.45,2.7347223,6.9495,2.28365583,19.96,9.81,26.3154125,6,33.3131666666667,9.1166665,13.133333,39.7,11,4.6,9.9,9.701,32.95,15,33.67,28.819,28.1365,74.811,32.8505,11.82,14.8,21.385,19.59667,29.85,11.488,10.969,54.0412,12.8,6.4,30.24,29.45,89.124,81.012,30.415335,18.4035,12.65,7.908,12.6,20.488,14.605,21.5,19.1,8.94791318333334,35.8,45.4,28.4505,49.3,30.95734,0.95625,5.5,33.8536974,34.58411,31.508635485,21.4875,15.505,7.3765,9.422,9.474,9.080384,31,28.77,4.5,21.2,25,25.853,81.4,18.89796511896,12.654,14.591,18,26.16128,37.0428,29.805,26.195,19.69325,20.915534305,3.9,7.685,11.73,6.03,16.3005,22.5,7.4,42.453,21.817855,0.12,0.09,0.0565,5.39,4.4233,2.5907,9.8,12.5045,28.44538,9.9,14.77225,37.51025,10.1,11.6525,9.4007,14.001,34.05867,15.5565,31.05,27.264,31.33,27.31,20.48875,23.175,18.115,19.26,28.4683333333333,30.2533333333333,27.77,25.521,21.9675,22.5075,26.3804166666667,26.55375,8.39666666666667,9.6,20.2075,19.8933333333333,24.21,22.3333333333333,5.04,5.98,35.37625,37.0525,19.8766666666667,14.8383333333333,18.0523333333333,28.7008333333333,28.78,3.68575,3.74,2.78125,2.7675,28.168,29.3625,17.6133333333333,17.126,19.6,20.3,28.595,26.02375,14.1,17.99
30,53.64999975,30.599999,15.815,26.2575,14.86175,27.4666666666667,10.2,47.084,13,32.829,16.619,7.067,31.854,25.357,8.971,45.866,19,25.18525,33,13,16,13.45,13.525,10.25,11.6,14.6,2.76902785,6.651,2.3447435885,19.9525,9.8,26.3120875,6,33.2910416666667,9.0833335,13.083333,36.5,11,4.7,9.9,9.701,32.9005,15,33.619,28.876,28.1465,74.237,33,11.785,16.913335,21.396665,19.598335,29.7,11.51,10.9655,54.0903,12.7,6.4,30.2,29.8,89.161,81.012,30.39746,18.5415,12.5,7.305,12.3,20.4665,14.674,21.5644395714286,19,8.8973712,36.1,45.4,28.3505,49.3,30.6229425,0.889375,5.3,33.78123705,34.636935,31.56420402,21.447,15.5283333333333,7.459,9.422,9.5975,9.18458333333333,31,28.656,4.48333333333333,21.2,25.1,25.7368,81.4,18.90281101392,12.59636,14.591,18,26.20444,37.05476,29.82,26.18,19.694,20.94188556,3.88,7.685,11.75,6.03,16.3005,22.55,7.4,42.441,21.831472,0.12,0.09,0.0545,5.31,4.45325,2.62685,9.8,12.365,28.54,9.9,14.79975,37.269,10.1,11.6125,9.3779,14.5005,34.04733,15.5945,31,27.258,31.68,28.2629166666667,20.417,22.94025,17.895,21.03125,28.3841666666667,30.3733333333333,27.885,25.4841666666667,20.6225,21.848,27.9175,28.2,8.36,9.265,20.7525,20.11325,24.46,23.27,4.89,5.28,35.54,37.1741666666667,19.625,15.3254166666667,17.463,27.85,27.91,3.68,3.678,2.76,2.77125,29.6541666666667,29.6525,18.77,17.66625,19.7466666666667,20.47875,28.2229166666667,26.0370833333333,14.1,18.25
30,37.67499875,30.599999,15.94,26.41,14.8735,27.5416666666667,10.2,47.079,13.025,32.829,16.43025,7.07,31.819,25.3065,8.96066666666667,45.8295,19,25.19275,33,13,16,13.45,13.475,10.3,11.6,14.625,2.87541735,6.395,2.4296870475,19.9305,9.791,26.22625,6,33.6759166666667,8.966667,13.0416665,38.6,11,4.7,9.9,9.701,32.9005,15,33.565,28.766,28.13025,73.665,32.9,11.385,17.146665,21.36167,19.6,29.2,11.51,10.9655,53.231925,12.5,6.35,30.2,29.8,89.161,80.975,30.377425,18.605,12.4,7.2625,12.4,20.4755,14.662,21.5429368571429,19,8.85377438333333,35.9,45.4,29.2,49.9,30.257825,0.813333333333333,5.2,33.6457588,34.63965,31.63099152,21.3535,15.605,7.562,9.422,9.752,9.20375,31,28.68,4.46666666666667,21.2,24.9,25.71945,81.4,18.90578789736,12.581095,14.591,18,26.2372,36.93152,29.82,26.15,19.69375,20.93954973,3.88,7.685,11.75,6,16.25,22.55,7.4,42.4375,22.0080225,0.12,0.09,0.0535,5.219,4.491,2.69245,9.8,11.952,28.445005,9.8,14.78875,37.18425,10.0915,11.5625,9.37165,14.5005,34.03633,15.6715,31,27.2065,32.2979166666667,28.57,20.82125,23.7686666666667,17.7225,21.1516666666667,29.25,29.55,27.465,26.015,21.63125,21.9291666666667,26.45,26.568,8.19666666666667,9.2725,20.618,20.184,24.535,23.97,4.855,5.5,35.55,37.1983333333333,19.94375,17.28,18.4625,28.8358333333333,28.8666666666667,3.656,3.664,2.7375,2.7075,28.6125,29.2,18.605,19.0475,19.645,20.24,28.3641666666667,27.0625,14.08,14.505
30,53.62499975,30.65,15.96,26.405,14.888,27.5666666666667,10.2,47.06,13.05,32.829,16.2415,7.073,31.784,25.256,8.95033333333333,45.8115,19,25.19475,33,13,16,13.45,13.475,10.275,11.6,14.7,2.98,6.224,2.494228003,19.901,9.78,26.2125,6,33.7063333333333,8.8166665,12.95,39.5,11,4.7,9.9,9.701,32.5505,15,33.439,28.6515,28.1033333333333,73.0545,32.95,11.386665,17.221665,21.35,19.60667,29.75,11.51,10.975,54.02502,12.4,6.3,30.1605,29.7,89.161,80.975,30.350015,18.7165,12.05,7.253,12.4,20.4555,14.641,21.5317147142857,18.95,8.82295943333333,36,45.5,29.15,49.3,30.26143,0.705833333333335,5.1,34.1885436,34.6062,31.59537152,21.2015,15.6425,7.608,9.422,9.876,9.24916666666667,31,28.72,4.46666666666667,21.2,25,25.70135,81.5,18.90411096912,12.56353,14.591,18,26.21952,36.81452,29.805,26.12,19.6945,20.92711587,3.865,7.72,11.75,6,16.25,22.55,7.35,42.441,21.9444215,0.12,0.09,0.053,5.13,4.52975,2.76645,9.8,11.908,28.35001,9.8,14.75025,37.09975,10.1,11.53,9.38885,14.5005,34.07034,15.7545,31.05,27.2715,31.75,27.6133333333333,20.895,22.57,18.615,19.225,29.4725,29.72,27.2475,25.156,22.0625,22.205,27.315,27.43,8.075,8.855,20.7216666666667,20.096,26.315,23.54,4.81,5.42,35.465,36.145,20.02,15.2533333333333,18.315,27.88,27.89,3.62775,3.63733333333333,2.71375,2.6875,28.07375,29.22125,15.475,16.65,19.4166666666667,20.6666666666667,27.98375,25.3675,14.02,18.19
30,21.699999,30.65,16,26.37,14.89075,27.5583333333333,10.2,47.041,13.05,32.829,16.20275,7.078,31.727,25.2255,8.94533333333333,45.856,19,25.17825,33,13,16,13.5,13.475,10.25,11.6,14.675,3.022917,6.139,2.534130621,19.8675,9.78,26.188325,6,33.6475,8.7333335,12.933333,39.4,11,4.7,9.9,9.701,32.4505,15,33.272,28.47,28.1201666666667,72.397,32.95,11.376665,17.208335,21.389995,19.61333,29.3,11.51,10.96,53.99866,12.35,6.3,30.223,29.7,89.161,81.012,30.326515,18.7265,12,7.2515,12.4,20.429,14.666,21.5016813571429,18.9,8.79863143333333,36.05,45.5,29.1,49.5,30.0790025,0.624166666666666,5,34.35622795,34.550785,31.552330685,21.0365,15.7,7.607,9.433,10,9.17533333333333,31,28.898,4.46666666666667,21.2,25,25.7021,81.45,18.88877573472,12.564045,14.591,18,26.17376,36.90864,29.795,26.1,19.67925,20.89000687,3.865,7.7,11.75,5.99,16.25,22.5,7.35,42.4545,22.0161535,0.12,0.09,0.0525,5.07,4.586125,2.83325,9.7,11.9115,28.408365,9.75,14.6925,37.0026675,10.05,11.5275,9.4111,14.001,34.083,15.674,31.1,27.211,32.22375,28.09,20.90625,23.3566666666667,18.045,20.01,28.5283333333333,30.2366666666667,27.74,24.745,21.0233333333333,22.2275,27.555,27.27,7.985,8.9675,20.513,19.981,28.045,23.5,4.81,5.42,35.3770833333333,37.0175,19.785,14.98625,18.0446666666667,28.1975,28.66,3.61525,3.6275,2.685,2.6575,28.90875,29.201,17.93,17.73,19.3466666666667,20.78,28.285,25.815,14.08,17.95
30,21.699999,30.700001,16.1475,26.3175,14.89025,27.525,10.2,47.007,13.05,32.829,16.164,7.083,31.67,25.195,8.94033333333334,45.8415,19,25.1395,33,13,16,13.5,13.5,10.275,11.6,14.5,3.03277765,6.054,2.55926306,19.8505,9.77,26.15625,6,33.5748333333333,8.6,12.9083335,39.35,11,4.7,9.9,9.701,32.5,15,33.185,28.366,28.1001666666667,71.7135,32.9,11.36667,17.27667,21.41833,19.61667,28.2005,11.488,10.976,53.965495,12.2,6.3,30.231,29.7,89.161,81.012,30.31008,18.7645,12,7.242,12.55,20.444,14.587,21.55,18.9,8.78188898333334,36,45.5,28.1005,49.2,29.897745,0.488958333333333,4.9,34.4301072,34.508745,31.39871944,20.932,15.75625,7.638,9.433,10.062,9.25833333333333,31,28.977,4.46666666666667,21.25,25.05,25.6729,81.5,18.8942734464,12.56491,14.591,18,26.23772,36.77084,29.785,26.085,19.66475,20.87206793,3.85,7.7,11.73,5.95,16.25,22.55,7.3,42.4625,22.111897,0.11,0.09,0.052,5.02,4.652875,2.8921,9.7,11.824,28.320995,9.9,14.643,36.731696135,10.05,11.5175,9.402,14.001,34.035,15.381,31.1,27.194,32.1133333333333,27.7875,21.087,25.79,17.9775,19.4,28.4633333333333,29.735,27.278,25.91,21.5966666666667,22.1079166666667,28.73125,28.30375,7.92,9.03666666666667,21.28725,20.356,24.57,23.47,4.73,5.4,35.4691666666667,37.09,20.1358333333333,15.41,18.4416666666667,28.8125,28.85,3.601,3.6375,2.6675,2.645,29.14425,29.5325,18.8858333333333,18.0425,19.42,20.33,27.9425,25.2783333333333,14.025,14.86
30,21.600001,30.8,16.1325,26.2975,14.8755,27.4583333333333,10.2,47.001,13.05,32.8325,16.14325,7.078,31.615,25.166,8.939,45.85,19,25.1465,33,13,16,13.5,13.5,10.3,11.6,14.475,3.0411107,6.054,2.5783700055,19.8335,9.77,26.104175,6,33.532,8.566667,12.9,39.2,11,4.7,9.9,9.701,32.4505,15,33.202,28.281,28.1188333333333,70.874,32.9,11.37,17.245,21.441665,19.6,28.8,11.488,10.985,53.924215,12.2,6.3,30.231,29.7,89.161,81.012,30.29721,18.74,12,7.232,12.55,20.407,14.5665,21.5717345714286,18.9,8.76854413333333,36,45.5,28,49.2,29.7916075,0.392916666666667,4.9,34.71429725,34.497945,31.464764855,20.898,15.75,7.653,9.455,10.062,9.24708333333333,31,29.113,4.48333333333333,21.25,25.05,25.66765,81.55,18.8963029968,12.56543,14.591,18,26.2294,36.92632,29.765,26.055,19.65,20.878480475,3.85,7.685,11.715,5.95,16.25,22.5,7.3,42.472,22.0583535,0.11,0.09,0.052,4.98,4.699225,2.94285,9.65,11.802,28.336035,9.9,14.60725,36.601321735,10.05,11.4275,9.3795,14.001,34.01934,15.195,31.1,27.267,32.1266666666667,28.1433333333333,21.27,23.00625,17.645,20.2608333333333,28.7683333333333,30.0258333333333,27.5608333333333,25.08,21.369,22.38,28.48,27.4566666666667,7.925,8.8425,21.032,20.28,28.375,23.49,4.70333333333333,5.36,35.7029166666667,37.4466666666667,19.43975,14.915,17.505,28.6025,28.6875,3.72708333333333,3.62708333333333,2.6525,2.63,29.5808333333333,30,17.7425,17.3691666666667,19.4758333333333,20.2616666666667,28.3158333333333,25.7425,14.03,18.26
