Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
US-NR1,TA_1_1_1,,21.5,TEMP-Thermis,,TA_1_1_1            T_21m            Vaisala HMP-35D      degC            21.5m             Air Temperatur,14-5
US-NR1,TA_1_3_1,,2,TEMP-Thermis,,TA_1_3_1            T_2m             Vaisala HMP-35D or HMP-45D  degC            2m                Air Temperature,14-5
US-NR1,TA_1_2_1,,8,TEMP-Thermis,,TA_1_2_1            T_8m             Vaisala HMP-35D      degC            8m                Air Temperature,14-5
US-NR1,VPD_PI_F_1_2_1,,8,RH-Capac,,VPD_F_1_2_1           vpd_8m           Vaisala HMP-35D      hPa             8m                Vapor Pressure Deficit,14-5
US-NR1,TA_PI_F_1_1_1,,21.5,TEMP-Thermis,,TA_F_1_1_1            T_21m            Vaisala HMP-35D      degC            21.5m             Air Temperatur,14-5
US-NR1,TA_PI_F_1_3_1,,2,TEMP-Thermis,,TA_F_1_3_1            T_2m             Vaisala HMP-35D or HMP-45D  degC            2m                Air Temperature,14-5
US-NR1,TA_PI_F_1_2_1,,8,TEMP-Thermis,,TA_F_1_2_1            T_8m             Vaisala HMP-35D      degC            8m                Air Temperature,14-5
US-NR1,TAU_1_1_1,,21.5,SA-Campbell CSAT-3,,TAU_1_1_1           Taua_21m         CSAT3 Sonic          kg/m/s2         21.5m             Momentum Flux,14-5
US-Oho,SW_OUT,,33,RAD-Pyrrad-SW+LW,,,6-5
US-NR1,TAU_PI_F_1_1_1,,21.5,SA-Campbell CSAT-3,,TAU_F_1_1_1           Taua_21m         CSAT3 Sonic          kg/m/s2         21.5m             Momentum Flux,14-5
US-NR1,T_BOLE_PI_1,,1.5,TEMP-TCouple,,T_BOLE_1            T_bole_pine      Campbell A3537 (T-type Thermocouples)  degC            3 cm in bole      Pine Bole Temperature,14-5
US-NR1,T_BOLE_PI_2,,1.5,TEMP-TCouple,,T_BOLE_2            T_bole_fir       Campbell A3537 (T-type Thermocouples)  degC            2 cm in bole      Fir Bole Temperature,14-5
US-NR1,T_BOLE_PI_F_2,,1.5,TEMP-TCouple,,T_BOLE_F_2            T_bole_fir       Campbell A3537 (T-type Thermocouples)  degC            2 cm in bole      Fir Bole Temperature,14-5
US-NR1,T_BOLE_PI_3,,1.5,TEMP-TCouple,,T_BOLE_3            T_bole_spruce    Campbell A3537 (T-type Thermocouples)  degC            2 cm in bole      Spruce Bole Temperature,14-5
US-NR1,T_BOLE_PI_F_3,,1.5,TEMP-TCouple,,T_BOLE_F_3            T_bole_spruce    Campbell A3537 (T-type Thermocouples)  degC            2 cm in bole      Spruce Bole Temperature,14-5
US-NR1,T_BOLE_PI_F_1,,1.5,TEMP-TCouple,,T_BOLE_F_1            T_bole_pine      Campbell A3537 (T-type Thermocouples)  degC            3 cm in bole      Pine Bole Temperature,14-5
US-NR1,TS_PI_1,,-0.10,TEMP-Thermis,,TS_F_1                T_soil1          REBS STP-1 (multiple sensors)  degC            0 to -10 cm       Soil Temperature,14-5
CA-TP3,VPD_PI,2008,20,RH-Capac,,,3-5
US-NR1,TS_PI_F_1,,-0.10,TEMP-ElectResis,,TS_F_1                T_soil1          REBS STP-1 (multiple sensors)  degC            0 to -10 cm       Soil Temperature,14-5
US-NR1,USTAR_1_1_1,,21.5,SA-Campbell CSAT-3,,USTAR_1_1_1         ustar_21m        Campbell Scientific CSAT3 Sonic  m/s             21.5m             Friction Velocity,14-5
US-NR1,USTAR_PI_F_1_1_1,,21.5,SA-Campbell CSAT-3,,USTAR_F_1_1_1         ustar_21m        Campbell Scientific CSAT3 Sonic  m/s             21.5m             Friction Velocity,14-5
US-NR1,VPD_PI_1_1_1,,21.5,RH-Capac,,VPD_1_1_1           vpd_21m          Vaisala HMP-35D      hPa             21.5m             Vapor Pressure Deficit,14-5
US-NR1,VPD_PI_F_1_1_1,,21.5,RH-Capac,,VPD_F_1_1_1           vpd_21m          Vaisala HMP-35D      hPa             21.5m             Vapor Pressure Deficit,14-5
US-NR1,WD_1_1_1,,21.5,SA-Campbell CSAT-3,,WD_1_1_1            wd_21m           Campbell Scientific CSAT3 Sonic  deg from N      21.5m             Wind Direction (from true North),14-5
US-NR1,WD_PI_F_1_1_1,,21.5,SA-Campbell CSAT-3,,WD_F_1_1_1            wd_21m           Campbell Scientific CSAT3 Sonic  deg from N      21.5m             Wind Direction (from true North),14-5
US-NR1,WS_1_1_1,,21.5,SA-Campbell CSAT-3,,WS_1_1_1            ws_21m           Campbell Scientific CSAT3 Sonic  m/s             21.5m             Wind Speed,14-5
US-NR1,WS_PI_F_1_1_1,,21.5,SA-Campbell CSAT-3,,WS_F_1_1_1            ws_21m           Campbell Scientific CSAT3 Sonic  m/s             21.5m             Wind Speed,14-5
US-NR1,ZL_1_1_1,,21.5,SA-Campbell CSAT-3,,ZL_1_1_1            z_L_21m          Campbell Scientific CSAT3 Sonic  NA              21.5m             Stability Parameter,14-5
US-NR1,ZL_PI_F_1_1_1,,21.5,SA-Campbell CSAT-3,,ZL_F_1_1_1            z_L_21m          Campbell Scientific CSAT3 Sonic  NA              21.5m             Stability Parameter,14-5
US-Oho,CO2,,32,GA_OP-LI-COR LI-7500,,,6-5
US-Oho,FC,,32,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,6-5
US-Oho,G_1_1_1,,-0.1,SOIL_H-Plate,,,6-5
US-Oho,H,,32,SA-Campbell CSAT-3,,,6-5
US-Oho,H2O,,32,GA_OP-LI-COR LI-7500,,,6-5
US-NR1,VPD_PI_F_1_3_1,,2,RH-Capac,,VPD_F_1_3_1           vpd_2m           Vaisala HMP-35D or HMP-45D  hPa             2m                Vapor Pressure Deficit,14-5
US-Oho,LE,,32,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,6-5
US-Oho,NEE_PI,,,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,6-5
US-Oho,PPFD_IN,,33,RAD-PAR Quantum,,,6-5
US-Oho,P,,28.8,RAIN-TipBucGauge,,,6-5
US-Oho,PA,,32,PRES-ElectBar,,,6-5
US-Oho,SW_IN,,33,RAD-Pyrrad-SW+LW,,,6-5
US-Oho,LW_IN,,33,RAD-Pyrrad-SW+LW,,,6-5
US-Oho,LW_OUT,,33,RAD-Pyrrad-SW+LW,,,6-5
US-Oho,RH_1_1_1,,33,RH-Capac,,,6-5
US-Oho,NETRAD,,33,RAD-Pyrrad-SW+LW,,,6-5
US-Oho,SC,,16,GA_SR-LI-COR LI-820,,,6-5
US-Oho,SWC,,-0.15,SWC-TDR,,,6-5
US-Oho,TA_1_1_1,,33,TEMP-ElectResis,,,6-5
US-Oho,TS_1_1_1,,-0.05,TEMP-Thermis,,,6-5
US-Oho,TS_1_2_1,,-0.25,TEMP-Thermis,,,6-5
US-Oho,USTAR,,32,SA-Campbell CSAT-3,,,6-5
US-Oho,WD,,32,SA-Campbell CSAT-3,,,6-5
US-Oho,WS,,32,SA-Campbell CSAT-3,,,6-5
US-ORv,CH4,,9.6,,,,2-5
US-ORv,CO2,,9.6,,,,2-5
US-ORv,FC,,9.6,,,,2-5
US-ORv,FCH4,,9.6,,,,2-5
US-ORv,FH2O,,9.6,,,,2-5
US-ORv,H,,9.6,,,,2-5
US-ORv,H2O,,9.6,,,,2-5
US-ORv,LE,,9.6,,,,2-5
US-ORv,PA,,9.6,,,,2-5
US-ORv,SW_IN,,9.6,,,,2-5
US-ORv,LW_IN,,9.6,,,,2-5
US-ORv,LW_OUT,,9.6,,,,2-5
US-ORv,SW_OUT,,9.6,,,,2-5
US-ORv,RH,,9.6,,,,2-5
US-ORv,NETRAD,,9.6,,,,2-5
US-ORv,TA,,9.6,,,,2-5
US-ORv,TS_1_1_1,,-0.08,,,,2-5
US-ORv,TS_1_2_1,,-0.25,,,,2-5
US-ORv,TS_DF_1_2_1,,-0.25,,,,2-5
US-ORv,USTAR,,9.6,,,,2-5
US-ORv,VPD_PI,,9.6,,,,2-5
US-ORv,WD,,9.6,,,,2-5
US-ORv,WS,,9.6,,,,2-5
US-PFa,CH4_1_4_1,,,GA_CP-LGR 911-0010,,,15-5
US-PFa,CH4_1_2_1,,122,GA_CP-LGR 911-0010,,,15-5
US-PFa,CH4_1_3_1,,30,GA_CP-LGR 911-0010,,,15-5
US-PFa,CH4_1_1_1,,396,GA_CP-LGR 911-0010,,,15-5
US-PFa,CH4_DF_1_4_1,,,GA_CP-LGR 911-0010,,,15-5
US-PFa,CO2_1_7_1,,,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,CO2_1_6_1,,11,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,CO2_1_3_1,,122,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,CO2_1_2_1,,244,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,CO2_1_5_1,,30,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,CO2_1_1_1,,396,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,CO2_1_4_1,,76,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,FC_1_4_1,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,FC_1_2_1,,122,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,FC_1_3_1,,30,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,FC_1_1_1,,396,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,FCH4,,122,GA_CP-Picarro G1301-f,SA-ATI SATI K Style,,15-5
US-PFa,FH2O,,,GA_CP-LI-COR LI-6262,,,15-5
US-PFa,GPP_PI_F,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,H_1_4_1,,,SA-ATI SATI K Style,,,15-5
US-PFa,H_1_2_1,,122,SA-ATI SATI K Style,,,15-5
US-PFa,H_1_3_1,,30,SA-ATI SATI K Style,,,15-5
US-PFa,H_1_1_1,,396,SA-ATI SATI K Style,,,15-5
US-PFa,H_DF_1_1_1,,,SA-ATI SATI K Style,,,15-5
US-PFa,H2O_1_2_1,,122,GA_CP-LI-COR LI-6262,,,15-5
US-PFa,H2O_1_3_1,,30,GA_CP-LI-COR LI-6262,,,15-5
US-PFa,H2O_1_1_1,,396,GA_CP-LI-COR LI-6262,,,15-5
US-PFa,LE_1_4_1,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,LE_1_2_1,,122,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,LE_1_3_1,,30,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,LE_1_1_1,,396,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,LE_DF_1_1_1,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,NEE_PI_1_4_1,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,NEE_PI_1_2_1,,122,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,NEE_PI_1_3_1,,30,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,NEE_PI_1_1_1,,396,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,NEE_PI_DF_1_4_1,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,NEE_PI_F_1_4_1,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,PPFD_IN,,,RAD-PAR Quantum,,,15-5
US-PFa,P,,,RAIN-TipBucGauge,,,15-5
US-PFa,P_CUM,,,RAIN-TipBucGauge,,,15-5
US-PFa,PA,,,PRES-ElectBar,,,15-5
US-PFa,RECO_PI_F,,,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,15-5
US-PFa,RH,,,RH-ElecRes,,,15-5
US-PFa,SC_1_4_1,,,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,SC_1_2_1,,122,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,SC_1_3_1,,30,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,SC_1_1_1,,396,GA_CP-LI-COR LI-7000,,,15-5
US-PFa,SH_1_4_1,,,TEMP-ElectResis,,,15-5
US-PFa,SH_1_2_1,,122,TEMP-ElectResis,,,15-5
US-PFa,SH_1_3_1,,30,TEMP-ElectResis,,,15-5
US-PFa,SH_1_1_1,,396,TEMP-ElectResis,,,15-5
US-PFa,SLE_1_4_1,,,RH-ElecRes,,,15-5
US-PFa,SLE_1_2_1,,122,RH-ElecRes,,,15-5
US-PFa,SLE_1_3_1,,30,RH-ElecRes,,,15-5
US-PFa,SLE_1_1_1,,396,RH-ElecRes,,,15-5
US-PFa,SWC,,-.05,SWC-TDR,,,15-5
US-PFa,TA_1_2_1,,122,TEMP-ElectResis,,,15-5
US-PFa,TA_1_3_1,,30,TEMP-ElectResis,,,15-5
US-PFa,TA_1_1_1,,396,TEMP-ElectResis,,,15-5
US-PFa,USTAR_1_2_1,,122,SA-ATI SATI K Style,,,15-5
US-PFa,USTAR_1_3_1,,30,SA-ATI SATI K Style,,,15-5
US-PFa,USTAR_1_1_1,,396,SA-ATI SATI K Style,,,15-5
US-PFa,USTAR_DF_1_1_1,,,SA-ATI SATI K Style,,,15-5
US-PFa,VPD_PI,,30,RH-ElecRes,,,15-5
US-PFa,WD_1_2_1,,122,SA-ATI SATI K Style,,,15-5
US-PFa,WD_1_3_1,,30,SA-ATI SATI K Style,,,15-5
US-PFa,WD_1_1_1,,396,SA-ATI SATI K Style,,,15-5
US-PFa,WS_1_2_1,,122,SA-ATI SATI K Style,,,15-5
US-PFa,WS_1_3_1,,30,SA-ATI SATI K Style,,,15-5
US-PFa,WS_1_1_1,,396,SA-ATI SATI K Style,,,15-5
US-Pon,CO2_1,,4.5,,,,2-1
US-Pon,FC,,4.5,,,,2-1
US-Pon,H,,4.5,,,,2-1
US-Pon,LE,,4.5,,,,2-1
US-Pon,TA,,4.5,,,,2-1
US-Pon,PA,,3.5,,,,2-1
US-Pon,SW_IN,,3.5,,,,2-1
US-Pon,SW_OUT,,3.5,,,,2-1
US-Pon,RH,,4.5,,,,2-1
US-Pon,NETRAD,,3.5,,,,2-1
US-Pon,WD,,4.5,,,,2-1
US-Pon,WS,,4.5,,,,2-1
US-Prr,CO2_1_2_1,,1.9,GA_CP-LI-COR LI-7200,,,3-5
US-Prr,CO2_1_1_1,,11,GA_CP-LI-COR LI-7200,,,3-5
US-Prr,FC_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,FC_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,G_2_1_1,,-0.08,SOIL_H-Plate_AUTO,,,3-5
US-Prr,G_1_1_1,,-0.08,SOIL_H-Plate_AUTO,,,3-5
US-Prr,FH2O,,11,GA_CP-LI-COR LI-7200,,,3-5
US-Prr,GPP_PI_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,GPP_PI_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,H_1_2_1,,1.9,SA-Gill Windmaster Pro,,,3-5
US-Prr,H_1_1_1,,11,GA_CP-LI-COR LI-7200,,,3-5
US-Prr,H_PI_F_1_2_1,,1.9,SA-Gill Windmaster Pro,,,3-5
US-Prr,H_PI_F_1_1_1,,11,GA_CP-LI-COR LI-7200,,,3-5
US-Prr,H2O_1_2_1,,1.9,SA-Gill Windmaster Pro,,,3-5
US-Prr,H2O_1_1_1,,11,GA_CP-LI-COR LI-7200,,,3-5
US-Prr,LE_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,LE_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,LE_PI_F_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,LE_PI_F_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,NEE_PI_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,NEE_PI_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,NEE_PI_F_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,NEE_PI_F_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,3-5
US-Prr,PPFD_IN_1_2_1,,1.3,RAD-PAR Quantum,,,3-5
US-Prr,PPFD_IN_1_1_1,,16,RAD-PAR Quantum,,,3-5
US-Prr,PPFD_OUT_1_2_1,,1.3,RAD-PAR Quantum,,,3-5
US-Prr,PPFD_OUT_1_1_1,,16,RAD-PAR Quantum,,,3-5
US-Prr,P,,0,,,,3-5
US-Prr,PA,,0,,,,3-5
US-Prr,RECO_PI_1_2_1,,1.9,,,,3-5
US-Prr,RECO_PI_1_1_1,,11,,,,3-5
US-Prr,SW_IN_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,SW_IN_1_1_1,,16,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,LW_IN_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,LW_IN_1_1_1,,16,,,,3-5
US-Prr,LW_OUT_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,LW_OUT_1_1_1,,16,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,SW_OUT_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,SW_OUT_1_1_1,,16,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,RH_1_9_1,,1.5,RH-EM_abs,,,3-5
US-Prr,RH_1_8_1,,1.9,RH-EM_abs,,,3-5
US-Prr,RH_1_3_1,,11,RH-EM_abs,,,3-5
US-Prr,RH_1_2_1,,13,RH-EM_abs,,,3-5
US-Prr,RH_1_1_1,,16,RH-EM_abs,,,3-5
US-Prr,RH_1_7_1,,3,RH-EM_abs,,,3-5
US-Prr,RH_1_6_1,,4.5,RH-EM_abs,,,3-5
US-Prr,RH_1_5_1,,6,RH-EM_abs,,,3-5
US-Prr,RH_1_4_1,,9,RH-EM_abs,,,3-5
US-Prr,NETRAD_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,NETRAD_1_1_1,,16,RAD-Pyrrad-SW+LW,,,3-5
US-Prr,SC_1_2_1,,1.9,,,,3-5
US-Prr,SC_1_1_1,,11,,,,3-5
US-Prr,SH_1_2_1,,1.9,,,,3-5
US-Prr,SH_1_1_1,,11,,,,3-5
US-Prr,SLE_1_2_1,,1.9,,,,3-5
US-Prr,SLE_1_1_1,,11,,,,3-5
US-Prr,SWC_1_2_1,,-0.1,SWC-TDR,,,3-5
US-Prr,SWC_1_3_1,,-0.2,SWC-TDR,,,3-5
US-Prr,SWC_1_4_1,,-0.3,SWC-TDR,,,3-5
US-Prr,SWC_1_5_1,,-0.4,SWC-TDR,,,3-5
US-Prr,SWC_1_1_1,,-0.05,SWC-TDR,,,3-5
US-Prr,TA_1_9_1,,1.5,TEMP-ElectResis,,,3-5
US-Prr,TA_1_8_1,,1.9,TEMP-ElectResis,,,3-5
US-Prr,TA_1_3_1,,11,TEMP-ElectResis,,,3-5
US-Prr,TA_1_2_1,,13,TEMP-ElectResis,,,3-5
US-Prr,TA_1_1_1,,16,TEMP-ElectResis,,,3-5
US-Prr,TA_1_7_1,,3,TEMP-ElectResis,,,3-5
US-Prr,TA_1_6_1,,4.5,TEMP-ElectResis,,,3-5
US-Prr,TA_1_5_1,,6,TEMP-ElectResis,,,3-5
US-Prr,TA_1_4_1,,9,TEMP-ElectResis,,,3-5
US-Prr,TS_1_2_1,,-0.1,TEMP-Thermis,,,3-5
US-Prr,TS_1_6_1,,-1,TEMP-Thermis,,,3-5
US-Prr,TS_1_3_1,,-0.2,TEMP-Thermis,,,3-5
US-Prr,TS_1_4_1,,-0.3,TEMP-Thermis,,,3-5
US-Prr,TS_1_5_1,,-0.4,TEMP-Thermis,,,3-5
US-Prr,TS_1_1_1,,-0.05,TEMP-Thermis,,,3-5
US-Prr,USTAR_1_2_1,,1.9,,,,3-5
US-Prr,USTAR_1_1_1,,11,,,,3-5
US-Prr,VPD_PI,,11,,,,3-5
US-Prr,WD_1_3_1,,1.9,,,,3-5
US-Prr,WD_1_2_1,,11,,,,3-5
US-Prr,WD_1_1_1,,16,,,,3-5
US-Prr,WS_1_10_1,,1.5,,,,3-5
US-Prr,WS_1_9_1,,1.9,,,,3-5
US-Prr,WS_1_3_1,,11,,,,3-5
US-Prr,WS_1_2_1,,13,,,,3-5
US-Prr,WS_1_1_1,,16,,,,3-5
US-Prr,WS_1_8_1,,3,,,,3-5
US-Prr,WS_1_7_1,,4.5,,,,3-5
US-Prr,WS_1_6_1,,6,,,,3-5
US-Prr,WS_1_5_1,,7.5,,,,3-5
US-Prr,WS_1_4_1,,9,,,,3-5
US-Ro1,CO2,,2.1,GA_OP-LI-COR LI-7500,,,5-5
US-Ro1,FC,,2.1,GA_OP-LI-COR LI-7500,,,5-5
US-Ro1,G,,-0.1,SOIL_H-Plate,,Huskeflux HFP01SC,5-5
US-Ro1,H,,2.1,GA_OP-LI-COR LI-7500,,,5-5
US-Ro1,H2O,,2.1,GA_OP-LI-COR LI-7500,,,5-5
US-Ro1,LE,,2.1,GA_OP-LI-COR LI-7500,,,5-5
US-Ro1,PPFD_IN,,3,RAD-PAR Quantum,,Kipp and Zonen PAR Lite,5-5
US-Ro1,P,,,PREC-WeightGauge,,Geonor T200,5-5
US-Ro1,PA,,3,PRES-ElectBar,,Vaisala PTB-110,5-5
US-Ro1,SW_IN_PI_F,,3.7,RAD-SW Pyran Class1,,Eppley PSP,5-5
US-Ro1,LW_IN,,3.7,RAD-LW Pyrgeom,,Eppley ,5-5
US-Ro1,LW_OUT,,3.7,RAD-LW Pyrgeom,,Eppley ,5-5
US-Ro1,SW_OUT,,3.7,RAD-SW Pyran Class1,,Eppley PSP,5-5
US-Ro1,RH,,3,TEMP-ElectResis,,Vaisala HMP35C ,5-5
US-Ro1,NETRAD_PI_F,,3.7,,,Eppley Components,5-5
US-Ro1,TA,,3,TEMP-ElectResis,,Vaisala HMP35C ,5-5
US-Ro1,TAU,,3,,,,5-5
US-Ro1,TS,,-0.1,TEMP-TCouple,,Type T,5-5
US-Ro1,T_CANOPY,,,TEMP-Other,,Apogee Infrared Radiometer,5-5
US-Ro1,T_SONIC,,2.1,SA-Campbell CSAT-3,,,5-5
US-Ro1,USTAR,,2.1,SA-Campbell CSAT-3,,,5-5
US-Ro1,VPD_PI,,3,,,,5-5
US-Ro1,WD,,2.1,SA-Campbell CSAT-3,,,5-5
US-Ro1,WS,,2.1,SA-Campbell CSAT-3,,,5-5
US-Ro2,CO2,,1.93,GA_OP-LI-COR LI-7500,,,1-5
US-Ro2,FC,,1.93,GA_OP-LI-COR LI-7500,,,1-5
US-Ro2,G,,-0.1,SOIL_H-Plate,,Huskeflux HFP01SC,1-5
US-Ro2,H,,1.93,GA_OP-LI-COR LI-7500,,,1-5
US-Ro1,WS_PI_F,,2.1,SA-Campbell CSAT-3,,,5-5
US-Ro2,H2O,,1.93,GA_OP-LI-COR LI-7500,,,1-5
US-Ro2,LE,,1.93,GA_OP-LI-COR LI-7500,,,1-5
US-Ro2,PPFD_IN,,3.7,RAD-PAR Quantum,,Kipp and Zonen PAR Lite,1-5
US-Ro2,P,,,PREC-WeightGauge,,Geonor T200,1-5
US-Ro2,PA,,3,PRES-ElectBar,,Vaisala PTB-110,1-5
US-Ro2,SW_IN,,3.7,RAD-SW Pyran Class1,,Eppley PSP,1-5
US-Ro2,LW_IN,,3.7,RAD-LW Pyrgeom,,Eppley ,1-5
US-Ro2,LW_OUT,,3.7,RAD-LW Pyrgeom,,Eppley ,1-5
US-Ro2,SW_OUT,,3.7,RAD-SW Pyran Class1,,Eppley PSP,1-5
US-Ro2,RH,,3,RH-Capac,,Vaisala HMP35C,1-5
US-Ro2,NETRAD,,3.7,,,Eppley Components,1-5
US-Ro2,SC,,1.93,,,,1-5
US-Ro2,SH,,1.93,,,,1-5
US-Ro2,SLE,,1.93,,,,1-5
US-Ro2,SWC_PI_1,,-0.05,SWC-TDR,,Campbell Scientific TDR100,1-5
US-Ro2,SWC_PI_2,,-0.1,SWC-TDR,,Campbell Scientific TDR100,1-5
US-Ro2,TA,,3,TEMP-ElectResis,,Vaisala HMP35C,1-5
US-Ro2,TS_PI_1,,-0.05,TEMP-TCouple,,Type T,1-5
US-Ro2,TS_PI_2,,-0.1,TEMP-TCouple,,Type T,1-5
US-Ro2,USTAR,,1.93,SA-Campbell CSAT-3,,,1-5
US-Ro2,WD,,1.93,SA-Campbell CSAT-3,,,1-5
US-Ro2,WS,,1.93,SA-Campbell CSAT-3,,,1-5
US-Ro2,ZL,,1.93,SA-Campbell CSAT-3,,,1-5
US-Ro3,G,,-0.1,SOIL_H-Plate,,Huskeflux HFPO1SC,4-5
US-Ro3,H,,2.1,GA_OP-LI-COR LI-7500,,,4-5
US-Ro3,H2O,,2.1,GA_OP-LI-COR LI-7500,,,4-5
US-Ro3,LE,,2.1,GA_OP-LI-COR LI-7500,,,4-5
US-Ro3,P,,,PREC-WeightGauge,,Geonor T200,4-5
US-Ro3,PA,,,PRES-ElectBar,,Vaisala PTB-110 barometer,4-5
US-Ro3,SW_IN,,3.7,RAD-SW Pyran Class1,,Eppley PSP,4-5
US-Ro3,RH,,3,RH-Capac,,Vaisala HMP35C,4-5
US-Ro3,NETRAD,,3.7,,,Kipp and Zonen NRLite,4-5
US-Ro3,TA,,3,TEMP-ElectResis,,Vaisala HMP35C,4-5
US-Ro3,TS,,-0.1,TEMP-TCouple,,Type T,4-5
US-Ro3,T_SONIC,,2.1,SA-Campbell CSAT-3,,,4-5
US-Ro3,USTAR,,2.1,SA-Campbell CSAT-3,,,4-5
US-Ro3,WS,,2.1,SA-Campbell CSAT-3,,,4-5
US-SdH,CO2_1,,3.85,,,,1-1
US-SdH,FC,,3.85,,,,1-1
US-SdH,G,,-0.06,,,,1-1
US-SdH,H,,3.85,,,,1-1
US-SdH,H2O,,3.85,,,,1-1
US-SdH,LE,,3.85,,,,1-1
US-SdH,P,,1.5,,,,1-1
US-SdH,PA,,2,,,,1-1
US-SdH,SW_IN,,2.20,,,,1-1
US-SdH,RH,,3.3,,,,1-1
US-SdH,SWC_1,,-0.1,,,,1-1
US-SdH,SWC_2,,-0.25,,,,1-1
US-SdH,TA,,3.3,,,,1-1
US-SdH,TS_1,,-0.1,,,,1-1
US-SdH,TS_2,,-0.25,,,,1-1
US-SdH,WS,,3.8,,,,1-1
US-Seg,CO2,,3.1,GA-Other,,LI-COR LI-7500,12-5
US-Seg,FC,,3.1,,,,12-5
US-Seg,FC_PI_F,,3.1,,,,12-5
US-Seg,FH2O,,3.1,,,,12-5
US-Seg,FH2O_PI_F,,3.1,,,,12-5
US-Seg,H,,3.1,,,,12-5
US-Seg,H_PI_F,,3.1,,,,12-5
US-Seg,H2O,,3.1,GA-Other,,LI-COR LI-7500,12-5
US-Seg,LE,,3.1,,,,12-5
US-Seg,LE_PI_F,,3.1,,,,12-5
US-Seg,PPFD_IN,,2.9,,,,12-5
US-Seg,P,,1,,,,12-5
US-Seg,P_PI_F,,1,,,,12-5
US-Seg,SW_IN,,2.9,,,,12-5
